holeid;From;To;Este;Norte;Cota;Rec_Peso_PND25_(%)
MHDD0253;274.5;282;8902.909;24252.135;2107.611;16.21
MHDD0256;78;84;8936.753;24299.085;2263.215;24.23
MHDD0256;147;154.5;8957.863;24298.274;2196.741;20.59
MHDD0266;153;159;8930.563;24627.445;2054.387;13.68
MHDD0266;177;183;8924.209;24627.843;2031.246;14.94
MHDD0198;118.5;124.5;9152.766;24355.446;2230.672;19.37
MHDD0198;124.5;132;9155.745;24355.58;2224.617;15.19
MHDD0198;180;189;9180.714;24356.306;2174.219;24.99
MHDD0198;217.5;226.5;9197.462;24356.766;2140.671;15.33
MHDD0248;139.5;147;8807.414;24174.927;2217.905;27.23
MHDD0308;240;246;8958.077;26002.033;2029.32;13.68
MHDD0308;246;252;8960.428;26002.092;2023.8;14.71
MHDD0308;255;259.5;8963.652;26002.106;2016.206;14.27
MHDD0308;330;334.5;8992.698;26002.844;1947.064;14.91
MHDD0308;339;343.5;8996.123;26002.921;1938.742;14.15
MHDD0308;343.5;348;8997.83;26002.977;1934.578;19.72
MHDD0308;202.5;205.5;8942.652;26001.84;2065.139;13.29
MHDD0308;309;313.5;8984.644;26002.644;1966.457;11.93
MHDD0308;324;330;8990.693;26002.803;1951.916;13.43
MHDD0252;124.5;133.5;9103.688;24222.969;2214.163;16.7
MHDD0200;358.5;367.5;8838.705;24444.829;2030.691;21.79
MHDD0200;160.5;169.5;8757.821;24449.131;2211.362;13.1
MHDD0200;222;231;8782.826;24447.944;2155.188;25.94
MHDD0200;231;240;8786.526;24447.726;2146.987;22.35
MHDD0200;246;253.5;8792.371;24447.333;2133.997;19.33
MHDD0200;319.5;325.5;8822.176;24445.702;2067.654;25.07
MHDD0200;328.5;334.5;8825.859;24445.511;2059.444;25.03
MHDD0288;340.5;346.5;8822.704;24427.306;2028.489;23.01
MHDD0288;348;357;8825.491;24427.396;2019.932;22.85
MHDD0283A;277.5;288;8964.817;25925.505;2046.141;13.96
MHDD0283A;313.5;319.5;8987.92;25925.161;2021.542;21.83
MHDD0283A;363;370.5;9022.445;25924.554;1985.037;17.51
MHDD0283A;370.5;378;9027.628;25924.428;1979.617;15.63
MHDD0283A;379.5;387;9033.841;25924.226;1973.109;16.45
MHDD0283A;387;396;9039.528;25923.95;1967.139;12.14
MHDD0283A;397.5;408;9047.278;25923.622;1958.991;9.94
MHDD0283A;408;415.5;9053.483;25923.502;1952.474;13.7
MHDD0283A;415.5;423;9058.647;25923.456;1947.035;11.55
MHDD0288;130.5;136.5;8757.574;24425.382;2228.123;12.15
MHDD0288;139.5;147;8760.629;24425.475;2218.864;17.14
MHDD0288;280.5;286.5;8804.128;24426.629;2085.536;17.75
MHDD0288;327;333;8818.528;24427.158;2041.326;22.21
MHDD0268;328.5;336;9047.407;24676.31;1915.064;22.15
MHDD0268;336;343.5;9051.023;24676.315;1908.493;17.51
MHDD0268;370.5;378;9067.671;24676.056;1878.277;17.9
MHDD0266;192;199.5;8920.06;24628.057;2016.055;15.49
MHDD0229;154.5;163.5;8779.563;23925.581;2200.132;21.81
MHDD0229;201;210;8797.831;23925.162;2157.374;19.43
MHDD0229;244.5;252;8815.164;23924.184;2118.308;13.74
MHDD0227;169.5;175.5;8920.069;23901.01;2191.71;23.21
MHDD0227;175.5;183;8923.008;23901.075;2185.634;15.12
MHDD0289;166.5;172.5;8731.821;24527.272;2173.596;27.03
MHDD0241;259.5;267;9008.518;24074.246;2105.212;19.21
MHDD0198;267;273;9219.154;24357.531;2097.86;18.98
MHDD0197;304.5;312;8869.958;24349.629;2066.131;14.89
MHDD0258A;306;310.5;8667.035;24313.092;2076.635;27.58
MHDD0305;130.5;135;9037.145;26200.538;2099.925;24.84
MHDD0287;169.5;177;9102.987;26028.135;2062.038;16.93
MHDD0284;217.5;220.5;9005.364;26082.263;2029.09;15.98
MHDD0284;310.5;315;9032.859;26082.279;1939.464;20.66
MHDD0284;319.5;322.5;9035.226;26082.284;1931.561;15.94
MHDD0308;234;237;8955.128;26001.97;2036.216;14.82
MHDD0308;237;240;8956.311;26001.992;2033.459;12.03
MHDD0287;159;169.5;9108.044;26028.052;2069.483;8.35
MHDD0236;181.5;187.5;8959.98;23997.936;2180.261;23.04
MHDD0282;129;135;8965.303;25651.467;1930.548;19.28
MHDD0286;9;13.5;9149.375;26219.78;2212.197;22.38
MHDD0286;58.5;61.5;9120.927;26219.433;2172.615;18.04
MHDD0286;141;144;9073.354;26218.06;2105.232;14.11
MHDD0305;25.5;28.5;9078.095;26200.116;2197.422;15.03
MHDD0305;48;51;9069.376;26200.23;2176.681;17.5
MHDD0305;64.5;67.5;9062.98;26200.327;2161.471;23.86
MHDD0284;124.5;130.5;8977.582;26082.385;2116.27;22.61
MHDD0272;153;159;9011.49;24775.918;1951.248;17.67
MHDD0287;79.5;87;9153.816;26026.939;2136.298;14.88
MHDD0251;172.5;177;8877.757;24201.427;2189.489;18.07
MHDD0306;78;82.5;9136.188;26199.911;2150.915;13.25
MHDD0306;84;87;9138.644;26199.808;2146.276;10.01
MHDD0306;91.5;94.5;9142.156;26199.681;2139.65;12.89
MHDD0306;106.5;111;9149.529;26199.436;2125.735;13.53
MHDD0197;255;261;8852.399;24349.463;2113.214;17.99
MHDD0259;304.5;312;8933.049;24319.965;2060.843;20.97
MHDD0198;202.5;208.5;9190.092;24356.682;2155.433;20.25
MHDD0259;238.5;244.5;8912.167;24321.388;2124.226;17.61
MHDD0284;196.5;199.5;8999.07;26082.345;2049.125;23.01
MHDD0287;153;159;9112.676;26027.976;2076.309;11.14
MHDD0291;3;6;9038.108;25825.168;2061.252;14.21
MHDD0291;15;18;9032.537;25825.339;2050.625;13.66
MHDD0282;49.5;52.5;8989.616;25665.766;2006.477;15.67
MHDD0282;57;60;8987.36;25664.471;1999.443;12.37
MHDD0303;229.5;234;9076.056;25801.077;1987.96;14.92
MHDD0303;243;247.5;9068.134;25800.968;1977.03;14.35
MHDD0283A;324;330;8995.104;25925.052;2013.885;14.64
MHDD0283A;340.5;346.5;9006.418;25924.882;2001.877;16.44
MHDD0283A;348;354;9011.581;25924.772;1996.438;17.65
MHDD0250;121.5;124.5;8655.017;24198.726;2239.37;21.28
MHDD0289;178.5;186;8734.473;24527.444;2161.126;29.8
MHDD0308;129;132;8912.954;26001.397;2132.369;11.86
MHDD0306;87;91.5;9140.399;26199.735;2142.963;14.01
MHDD0287;177;184.5;9098.779;26028.216;2055.83;12.71
MHDD0218;141;147;8741.088;23874.012;2208.138;9.79
MHDD0234A;235.5;243;8988.968;23972.391;2137.085;24.47
MHDD0234A;243;252;8992.765;23972.262;2129.762;28.65
MHDD0193;210;214.5;8765.762;24075.798;2166.192;16.04
MHDD0241;226.5;232.5;8997.172;24074.803;2136.993;18.42
MHDD0243;234;240;8836.214;24101.833;2127.515;18.4
MHDD0243;247.5;255;8841.025;24101.627;2114.103;16.87
MHDD0244;294;297;8641.06;24123.929;2077.261;25.85
MHDD0272;160.5;166.5;9013.939;24775.825;1944.16;20.99
MHDD0272;228;234;9035.75;24775.16;1880.285;12.49
MHDD0195;189;195;9159.127;24129.376;2182.39;17.79
MHDD0195;235.5;243;9179.264;24130.655;2139.665;14.65
MHDD0195;246;253.5;9183.725;24130.856;2130.162;12.49
MHDD0195;183;189;9156.556;24129.259;2187.81;17.58
MHDD0195;195;202.5;9162.016;24129.48;2176.29;30.12
MHDD0195;214.5;222;9170.338;24130.014;2158.663;34.46
MHDD0195;228;234;9175.761;24130.412;2147.131;20
MHDD0243;267;273;8847.425;24101.442;2096.481;12.62
MHDD0415;369;375;8785.346;24047.143;2021.302;12.42
MHDD0421;376.5;387;8793.115;24318.93;2002.252;14.24
MHDD0419;330;337.5;8913.725;24031.087;2052.756;20.39
MHDD0421;358.5;367.5;8786.483;24319.368;2019.785;20.27
MHDD0422;346.5;355.5;8884.988;24247.746;2036.514;13.55
MHDD0422;333;342;8879.561;24247.899;2048.874;14.82
MHDD0415;345;354;8774.803;24047.272;2041.178;11.04
MHDD0415;354;364.5;8779.363;24047.205;2032.561;14.42
MHDD0416;384;387;8775.509;24114.231;1989.418;13.8
MHDD0416;388.5;394.5;8777.709;24114.029;1983.84;32.82
MHDD0426;184.5;187.5;9108.006;24519.509;1893.974;19.94
MHDD0415;339;345;8771.303;24047.357;2047.811;15.29
MHDD0419;348;354;8918.981;24025.773;2037.209;28.5
MHDD0437;229.5;235.5;9047.871;24559.356;1867.693;36.18
MHDD0437;235.5;243;9050.986;24556.85;1862.254;17.51
MHDD0405;217.5;223.5;9061.528;24624.24;1860.012;19.81
MHDD0416;294;297;8742.645;24117.233;2073.149;25.01
MHDD0416;297;300;8743.736;24117.138;2070.357;18.04
MHDD0423;220.5;228;8934.987;24174.008;2144.122;26.47
MHDD0423;250.5;256.5;8944.375;24173.446;2116.425;40.76
MHDD0420;349.5;358.5;8719.181;24438.453;2057.206;16.24
MHDD0404;166.5;172.5;9007.721;24662.656;1909.961;12.37
MHDD0405;136.5;144;9023.477;24624.826;1930.664;24.45
MHDD0405;196.5;202.5;9051.551;24624.478;1878.49;14.69
MHDD0404;181.5;189;9015.873;24662.68;1896.485;19.9
MHDD0404;199.5;207;9025.192;24662.58;1881.086;16.91
MHDD0422;313.5;319.5;8871.098;24248.095;2068.092;19.27
MHDD0422;325.5;331.5;8875.938;24247.998;2057.112;26.26
MHDD0423;292.5;298.5;8957.948;24172.72;2076.685;23.22
MHDD0423;300;306;8960.373;24172.572;2069.59;18.96
MHDD0437;195;201;9031.987;24572.199;1895.496;16.76
MHDD0437;210;216;9038.882;24566.607;1883.405;18.79
MHDD0416;411;417;8785.958;24113.324;1962.919;17.09
MHDD0416;394.5;400.5;8779.911;24113.862;1978.261;34.08
MHDD0416;457.5;463.5;8803.01;24111.722;1919.688;20.89
MHDD0415;384;390;8792.419;24046.976;2008.075;14.79
MHDD0415;438;444;8817.962;24046.19;1960.505;19.2
MHDD0437;202.5;208.5;9035.434;24569.402;1889.45;18.64
MHDD0415;525;531;8859.372;24044.437;1884.014;16.35
MHDD0416;463.5;471;8805.478;24111.481;1913.41;24.12
MHDD0416;475.5;481.5;8809.588;24111.111;1902.944;17.85
MHDD0416;522;528;8826.565;24109.496;1859.684;19.46
MHDD0416;529.5;535.5;8829.296;24109.23;1852.705;19
MHDD0416;538.5;544.5;8832.567;24108.902;1844.326;20.75
MHDD0423;472.5;480;9016.357;24168.312;1905.692;17.49
MHDD0426;195;199.5;9111.965;24515.728;1884.145;17.37
MHDD0426;202.5;207;9114.617;24513.223;1877.592;19.02
MHDD0426;207;211.5;9116.205;24511.717;1873.66;30.15
MHDD0413;180;187.5;8561.307;24497.839;2198.747;23.17
MHDD0413;187.5;193.5;8564.355;24497.695;2192.726;18.75
MHDD0413;216;222;8577.169;24497.232;2167.275;27.4
MHDD0409;289.5;295.5;8627.913;24550.637;2142.35;29.77
MHDD0245;315;321;9146.751;24123.578;2068.482;29.95
MHDD0245;321;328.5;9149.672;24123.491;2062.397;25.72
MHDD0227;241.5;247.5;8951.397;23901.904;2126.89;24.43
MHDD0227;264;270;8961.127;23902.129;2106.604;22.64
MHDD0227;286.5;292.5;8970.856;23902.343;2086.318;20.97
MHDD0227;328.5;334.5;8989.084;23902.842;2048.483;16.28
MHDD0227;334.5;340.5;8991.695;23902.881;2043.081;21.2
MHDD0217;235.5;243;8840.499;23824.705;2137.124;18.7
MHDD0217;301.5;307.5;8873.375;23825.73;2080.773;20.94
MHDD0217;316.5;322.5;8880.876;23825.9;2067.785;31.82
MHDD0229;255;261;8819.19;23923.969;2109.431;21.64
MHDD0229;306;312;8840.582;23922.26;2063.168;12.25
MHDD0229;318;324;8845.687;23921.781;2052.319;19.28
MHDD0229;333;339;8852.094;23921.115;2038.772;26.81
MHDD0198;342;348;9253.864;24358.185;2031.381;23.04
MHDD0268;381;387;9072.375;24675.936;1869.738;15.53
MHDD0217;228;235.5;8836.671;23824.68;2143.574;17.6
MHDD0211;355.5;361.5;8824.275;24236.745;2024.601;23.05
MHDD0260;301.5;304.5;9251.887;24316.11;2048.904;19.36
MHDD0260;321;325.5;9257.55;24315.604;2029.469;21.45
MHDD0211;445.5;451.5;8860.117;24230.231;1942.308;17.78
MHDD0197;400.5;406.5;8904.556;24349.538;1977.39;15.19
MHDD0197;427.5;433.5;8914.723;24349.393;1952.378;23.31
MHDD0197;454.5;460.5;8925.125;24349.269;1927.463;13.63
MHDD0200;454.5;462;8877.078;24442.152;1943.555;14.51
MHDD0200;463.5;469.5;8880.378;24441.928;1935.997;20.01
MHDD0200;475.5;481.5;8885.185;24441.573;1925.008;15.84
MHDD0193;369;373.5;8843.73;24074.045;2027.635;14.26
MHDD0193;373.5;379.5;8846.318;24074.012;2023.067;17.6
MHDD0243;351;358.5;8877.449;24100.683;2017.235;21.06
MHDD0243;382.5;388.5;8888.9;24100.268;1988.7;21.65
MHDD0246;399;405;8890.531;24148.209;1975.815;15.61
MHDD0250;355.5;358.5;8734.442;24193.776;2019.323;15.1
MHDD0250;388.5;391.5;8745.786;24193.135;1988.341;19.93
MHDD0229;348;354;8858.563;23920.401;2025.258;13.07
MHDD0193;441;445.5;8879.322;24072.778;1965.062;19.92
MHDD0193;445.5;451.5;8881.932;24072.704;1960.507;18.44
MHDD0193;457.5;462;8887.524;24072.484;1950.748;17.48
MHDD0193;484.5;487.5;8900.55;24071.818;1927.968;20.47
MHDD0243;447;453;8913.843;24099.523;1929.225;16.16
MHDD0245;375;385.5;9173.8;24122.804;2012.421;13.45
MHDD0245;387;394.5;9178.382;24122.704;2002.974;22.69
MHDD0244;367.5;372;8668.529;24121.847;2008.312;38.45
MHDD0244;414;417;8685.462;24120.51;1965.833;17.76
MHDD0244;420;424.5;8687.948;24120.308;1959.56;18.19
MHDD0234A;379.5;385.5;9054.136;23970.673;2009.533;20.02
MHDD0241;361.5;369;9042.363;24071.609;2009.029;13.79
MHDD0227;358.5;364.5;9002.121;23903.192;2021.466;15.5
MHDD0194;436.5;442.5;8920.624;24130.129;1952.606;19.92
MHDD0194;466.5;472.5;8934.285;24130.209;1925.898;16.88
MHDD0248;312;318;8859.099;24170.392;2054.195;14.5
MHDD0194;474;480;8937.74;24130.177;1919.241;24.75
MHDD0227;379.5;385.5;9011.236;23903.526;2002.55;17.8
MHDD0248;358.5;364.5;8873.481;24168.283;2010.025;15.72
MHDD0248;400.5;408;8886.69;24165.944;1969.435;15.09
MHDD0309;463.5;469.5;9078.23;24258.816;1982.143;15.26
MHDD0309;492;499.5;9096.501;24257.215;1959.358;15.21
MHDD0309;501;508.5;9102.178;24256.756;1952.39;17.18
MHDD0309;510;517;9107.69;24256.239;1945.614;11.01
MHDD0210;429;435;8838.963;24221.679;1981.696;14.74
MHDD0210;436.5;442.5;8842.885;24221.474;1975.307;15.56
MHDD0210;462;468;8856.31;24220.955;1953.633;14.69
MHDD0253;400.5;406.5;8960.924;24252.39;1996.617;14.54
MHDD0255;340.5;346.5;8734.521;24300.761;2042.405;17.73
MHDD0255;376.5;382.5;8748.858;24300.327;2009.387;16.15
MHDD0261A;390;396;8804.2;24365.009;2012.1;11.99
MHDD0261A;397.5;403.5;8807.668;24364.744;2005.456;10.04
MHDD0261A;460.5;466.5;8836.935;24362.464;1949.713;17.82
MHDD0263;420;424.5;8893.539;24395.664;1958.242;13.97
MHDD0263;427.5;433.5;8897.046;24395.417;1950.778;16.23
MHDD0259;412.5;418.5;8966.49;24317.477;1958.97;8.99
MHDD0253;486;493.5;9003.374;24252.242;1921.542;25.48
MHDD0257;331.5;337.5;9134.86;24296.995;2013.845;20.37
MHDD0259;366;372;8952.012;24318.582;2003.145;13.85
MHDD0259;379.5;385.5;8956.229;24318.294;1990.324;15.73
MHDD0259;391.5;397.5;8959.972;24317.988;1978.927;15.28
MHDD0193;514.5;520.5;8916.173;24070.966;1900.628;12.41
MHDD0193;520.5;525;8918.775;24070.815;1896.071;18.43
MHDD0193;526.5;531;8921.746;24070.609;1890.862;17.23
MHDD0193;531;534;8923.597;24070.474;1887.604;18.02
MHDD0197;525;532.5;8953.526;24348.31;1862.128;19.01
MHDD0227;408;414;9023.616;23903.9;1976.882;19.32
MHDD0215;229.5;237;8501.429;24547.319;2167.918;14.93
MHDD0198;363;369;9263.755;24358.377;2012.857;12.83
MHDD0245;403.5;409.5;9185.224;24122.453;1988.79;10.5
MHDD0217;385.5;391.5;8915.114;23826.561;2007.883;15.22
MHDD0243;468;474;8922.179;24099.365;1909.951;12.02
MHDD0243;474;480;8924.589;24099.355;1904.456;9.63
MHDD0210;556.5;565.5;8907.185;24219.151;1872.245;15.33
MHDD0211;489;495;8878.257;24226.568;1902.942;15.36
MHDD0253;493.5;499.5;9006.772;24252.234;1915.71;14.14
MHDD0215;172.5;178.5;8470.681;24548.674;2216.781;13.52
MHDD0263;526.5;532.5;8939.214;24392.789;1861.248;16.4
MHDD0249;421.5;429;9152.833;24174.47;1958.964;17.15
MHDD0252;403.5;412.5;9155.836;24216.659;1940.159;19.28
MHDD0211;531;537;8896.255;24222.602;1865.202;13.95
MHDD0211;538.5;544.5;8899.503;24221.889;1858.479;12.92
MHDD0206;316.5;323;9381.413;24277.62;2051.869;22.96
MHDD0419;450;456;8949.715;23993.993;1945.289;16.96
MHDD0452;286.5;292.5;8780.821;24002.892;2071.277;8.94
MHDD0452;294;301.5;8782.457;24001.439;2063.323;10.64
MHDD0452;333;339;8789.914;23994.595;2026.436;16.5
MHDD0452;364.5;370.5;8796.043;23988.864;1996.075;13.81
MHDD0438;336;339;9000.266;24091.429;2032.723;14.15
MHDD0438;375;379.5;9012.104;24089.928;1994.807;18.28
MHDD0438;382.5;387;9014.337;24089.653;1987.652;18.98
MHDD0435;385.5;388.5;9071.058;24122.195;1986.204;14.17
MHDD0438;394.5;400.5;9018.14;24089.179;1975.492;14.09
MHDD0438;403.5;406.5;9020.374;24088.89;1968.338;10.68
MHDD0438;414;418.5;9023.708;24088.436;1957.603;16
MHDD0438;420;424.5;9025.481;24088.188;1951.876;13.31
MHDD0435;379.5;382.5;9069.221;24122.256;1991.916;21.8
MHDD0435;396;399;9074.273;24122.088;1976.209;15.55
MHDD0214;141;150;8438.375;24571.334;2246.066;11.94
MHDD0214;244.5;250.5;8490.368;24568.164;2158.372;23.42
MHDD0214;252;259.5;8494.531;24567.853;2151.256;16.69
MHDD0214;234;241.5;8485.449;24568.569;2166.781;19.32
MHDD0214;211.5;217.5;8473.656;24569.378;2186.801;15.25
MHDD0195;415.5;421.5;9254.922;24134.759;1977.219;16.37
MHDD0444;471;477;8845.744;24167.205;1912.729;12.54
MHDD0442;388.5;394.5;8967.604;24088.525;1989.915;15.57
MHDD0475;318;324;8817.248;23969.413;2057.557;12.77
MHDD0449;306;309;8974.29;24017.673;2066.891;21.37
MHDD0424;361.5;369;9096.281;24138.756;2022.517;15.02
MHDD0442;417;426;8978.692;24087.405;1962.061;12.01
MHDD0449;318;321;8978.659;24016.451;2055.782;13.4
MHDD0449;322.5;327;8980.577;24015.943;2050.922;11.29
MHDD0479;268.5;276;8916.527;23921.421;2099.665;7.67
MHDD0478;240;247.5;8943.819;23875.383;2120.34;11.7
MHDD0478;276;282;8957.02;23875.251;2087.656;12
MHDD0479;342;348;8946.499;23919.774;2033.397;11.22
MHDD0450;327;334.5;8770.119;24028.886;2027.963;13.56
MHDD0476;339;346.5;8686.214;24023.728;2025.475;10.99
MHDD0456;192;196.5;9217.543;24286.36;2043.329;19.29
MHDD0480;235.5;238.5;9154.38;24072.652;2140.141;9
MHDD0480;238.5;244.5;9156.298;24072.587;2136.07;10.92
MHDD0480;244.5;247.5;9158.217;24072.496;2132.001;11.06
MHDD0479;361.5;367.5;8954.578;23919.209;2015.659;16.95
MHDD0478;231;238.5;8940.445;23875.363;2128.684;10.49
MHDD0408;195;204;9056.484;24610.344;1870.814;12.58
MHDD0408;205.5;211.5;9060.01;24610.204;1862.535;13.29
MHDD0486;354;361.5;8636.434;24052.389;2019.525;13.88
MHDD0465;403.5;411;8731.587;24083.914;1976.15;18.73
MHDD0465;388.5;394.5;8727.382;24087.657;1990.859;15.14
MHDD0465;435;441;8739.743;24076.627;1947.411;12.55
MHDD0465;448.5;454.5;8743.29;24073.451;1934.778;10.13
MHDD0476;346.5;352.5;8688.517;24023.68;2019.13;12.46
MHDD0476;421.5;427.5;8714.082;24022.434;1948.633;13.02
MHDD0476;433.5;439.5;8718.166;24022.232;1937.351;10.69
MHDD0476;445.5;451.5;8722.241;24022.013;1926.066;14.63
MHDD0485;453;462;8786.477;23934.932;1944.028;15.18
MHDD0468;357;361.5;8915.496;23950.1;2020.819;18.44
MHDD0468;367.5;370.5;8919.536;23950.073;2011.946;20.17
MHDD0468;412.5;417;8938.494;23950.251;1970.309;18.69
MHDD0468;432;439;8947.112;23950.233;1951.434;15.77
MHDD0485;444;451.5;8781.823;23935.904;1952.54;15.23
MHDD0480;252;255;9161.416;24072.359;2125.219;12.6
MHDD0480;255;259.5;9163.016;24072.298;2121.828;10.09
MHDD0480;262.5;265.5;9165.9;24072.186;2115.726;9.18
MHDD0480;267;273;9168.466;24072.085;2110.304;13.85
MHDD0480;280.5;283.5;9173.623;24071.924;2099.469;14.05
MHDD0480;288;291;9176.841;24071.794;2092.696;12.11
MHDD0480;294;300;9180.068;24071.678;2085.927;15.56
MHDD0450;357;364.5;8774.455;24024.665;1998.579;14.85
MHDD0450;366;373.5;8775.724;24023.401;1989.759;11.83
MHDD0450;343.5;349.5;8772.405;24026.661;2012.539;7.4
MHDD0450;349.5;355.5;8773.274;24025.824;2006.662;12.07
MHDD0450;391.5;397.5;8779.214;24020.024;1965.491;12.4
MHDD0450;408;414;8781.53;24017.787;1949.308;9.57
MHDD0480;378;381;9215.861;24070.657;2011.603;13.86
MHDD0480;387;391.5;9220.123;24070.532;2002.835;12.9
MHDD0480;411;415.5;9230.665;24070.33;1981.277;9.95
MHDD0438;430.5;433.5;9028.363;24087.778;1942.571;16.25
MHDD0456;255;258;9236.176;24268.846;1986.575;17.08
MHDD0432;165;174;8543.622;24503.872;2175.539;14.69
MHDD0482;352.5;358.5;9062.647;23829.304;2038.628;10.5
MHDD0482;373.5;379.5;9073.204;23829.765;2020.481;14.09
MHDD0482;381;387;9076.994;23829.874;2014.01;10.89
MHDD0488;429;435;8973.732;23899.347;1979.303;15.73
MHDD0432;154.5;160.5;8541.258;24506.154;2187.081;12.37
MHDD0410;139.5;145.5;8506.298;24607.488;2208.563;11.82
MHDD0472;181.5;187.5;9305.318;24450.593;2026.895;14.41
MHDD0472;211.5;217.5;9293.23;24451.022;1999.443;11.97
MHDD0472;225;231;9287.816;24451.222;1987.077;10.23
MHDD0472;246;252;9279.395;24451.613;1967.844;14
MHDD0472;262.5;270;9272.49;24451.766;1952.037;19.34
MHDD0472;187.5;193.5;9302.892;24450.605;2021.408;10.71
MHDD0472;195;201;9299.866;24450.734;2014.547;11.64
MHDD0498;462;465;8831.345;23913.908;1921.888;18.18
MHDD0498;465;468;8832.565;23913.803;1919.149;16.09
MHDD0482;342;348;9057.372;23829.119;2047.705;22.66
MHDD0499;313.5;319.5;9043.083;23870.764;2053.425;14.59
MHDD0499;325.5;331.5;9047.573;23870.611;2042.298;8.69
MHDD0476;454.5;460.5;8725.293;24021.845;1917.601;12.63
MHDD0480;337.5;342;9198.513;24071.155;2047.364;12.48
MHDD0445;469.5;477;8811.311;24128.952;1917.594;10.12
MHDD0445;484.5;490.5;8816.785;24128.346;1904.452;15.69
MHDD0445;514.5;520.5;8828.403;24127.12;1876.82;11.86
MHDD0445;541.5;547.5;8838.937;24126.07;1851.982;14.55
MHDD0445;547.5;553.5;8841.273;24125.82;1846.461;16.58
MHDD0443;472.5;478.5;8970.574;24132.092;1904.999;12.93
MHDD0444;496.5;504;8855.097;24166.407;1888.215;10.04
MHDD0444;504;510;8857.495;24166.156;1881.911;16.14
MHDD0439;505.5;511.5;8947.253;24214.686;1905.708;15.17
MHDD0439;522;528;8954.556;24213.976;1890.929;13.29
MHDD0455;187.5;193.5;9316.469;24319.931;2043.573;10.07
MHDD0480;330;334.5;9195.265;24071.264;2054.124;9.87
MHDD0212;534;540;8866.477;24270.471;1884.994;13.39
MHDD0210;517.5;523.5;8885.621;24219.902;1906.517;15.44
MHDD0194;481.5;487.5;8941.211;24130.146;1912.592;11.44
MHDD0218;442.5;450;8830.285;23869.538;1919.39;14.41
MHDD0218;453;460.5;8833.455;23869.214;1909.385;16.71
MHDD0522;388.5;394.5;8905.095;23646.929;1975.309;15.9
MHDD0522;411;417;8910.914;23641.085;1954.375;15.64
MHDD0499;337.5;343.5;9052.065;23870.476;2031.171;8.54
MHDD0499;348;354;9056.009;23870.267;2021.442;10.79
MHDD0473;333;339;9209.19;24087.969;2030.146;13.98
MHDD0499;358.5;366;9060.226;23870.151;2011.014;12.86
MHDD0480;349.5;352.5;9203.414;24071.012;2037.239;15.69
MHDD0473;382.5;388.5;9219.9;24078.087;1982.84;14.41
MHDD0455;199.5;204;9321.064;24317.342;2033.641;11.09
MHDD0406;211.5;217.5;8518.357;24535.207;2191.82;15.69
MHDD0483;352.5;358.5;9031.208;23853.79;2037.9;13.02
MHDD0483;358.5;361.5;9033.523;23853.765;2034.042;17.05
MHDD0483;364.5;369;9036.97;23853.724;2028.238;12.27
MHDD0483;372;375;9040.417;23853.68;2022.435;14.26
MHDD0483;381;384;9045.014;23853.615;2014.698;11.45
MHDD0483;387;390;9048.08;23853.566;2009.541;11.36
MHDD0483;393;399;9051.927;23853.501;2003.102;11.18
MHDD0483;399;402;9054.236;23853.461;1999.241;10.14
MHDD0483;403.5;408;9056.929;23853.411;1994.734;9.9
MHDD0419;489;495;8961.726;23981.918;1910.205;10.32
MHDD0419;514.5;520.5;8969.57;23973.922;1887.297;13.36
MHDD0444;556.5;562.5;8876.077;24164.252;1832.846;18.48
MHDD0451;385.5;393;8646.497;24158.956;1988.626;15.31
MHDD0423;490.5;498;9022.204;24167.736;1888.677;10.61
MHDD0423;499.5;505.5;9024.878;24167.457;1880.878;13.5
MHDD0417;382.5;390;8693.004;24223.079;1995.765;14.32
MHDD0417;402;408;8699.736;24222.669;1978.27;14
MHDD0418;373.5;379.5;8661.207;24271.382;2017.558;15.97
MHDD0436;393;400.5;8771.917;24341.388;1983.746;13.49
MHDD0508;378;384.1;9117.012;24344.766;1883.519;12.4
MHDD0418;411;417;8677.358;24270.935;1983.718;13.64
MHDD0418;396;402;8670.902;24271.122;1997.256;16.72
MHDD0418;402;409.5;8673.808;24271.037;1991.164;10.8
MHDD0418;379.5;385.5;8663.793;24271.303;2012.145;11.06
MHDD0440;358.5;364.5;8708.051;24371.266;2038.544;12.04
MHDD0440;417;424.5;8735.31;24370.994;1985.937;12.99
MHDD0466;390;396;8614.124;24379.01;1992.622;18.88
MHDD0490;217.5;225;9194.897;24406.244;1926.593;11.67
MHDD0414;397.5;403.5;8752.847;24425.28;2002.721;11.36
MHDD0414;420;426;8762.858;24425.181;1982.572;19.35
MHDD0471;444;450;9011.326;24430.291;1851.785;11.02
MHDD0420;378;384;8732.738;24437.315;2033.885;14.06
MHDD0420;385.5;393;8736.876;24437.016;2026.754;18.16
MHDD0426;211.5;214.5;9117.538;24510.469;1870.385;20.35
MHDD0426;214.5;217.5;9118.606;24509.471;1867.765;11.34
MHDD0426;220.5;225;9121.002;24507.214;1861.872;9.63
MHDD0511;274.5;277.5;9122.859;24375.877;1883.094;14.19
MHDD0511;312;315;9134.893;24363.279;1849.887;12.95
MHDD0511;316.5;321;9136.585;24361.521;1845.239;10.24
MHDD0511;324;330;9139.233;24358.71;1837.948;14.79
MHDD0511;333;336;9141.639;24356.146;1831.323;20.27
MHDD0510;75;78;8808.773;24729.575;2029.593;18.03
