Orig_Este,Orig_Norte,Orig_Cota,Orig_Real_RecPeso(%),Val_Este,Val_Norte,Val_Cota,Val_Real_Empresa_recpe(%),pred_real_knn,pred_real_xgb,pred_real_svr,pred_real_mlp,Rec_Peso_PND25_(%)_nscore,cluster_con_nscore,cluster_sin_nscore
8969.611,26398.533,1605.232,12.8,8965.0,26397.5,1612.5,12.80000114,17.15275901583042,15.814604670109459,15.282299258764539,15.955294289962046,-0.8373383608517686,2,2
9130.378,24752.244,1804.749,17.2,9135.0,24747.5,1807.5,16.87456703,15.73,15.314271577470723,16.246908746984786,16.412711167179012,0.1068412589070135,2,3
9096.264,24386.705,1414.744,17.4,9095.0,24387.5,1417.5,17.32188225,18.04,16.90773342869003,16.212598891736086,17.82346555102748,0.1218884545735093,2,1
8958.958,25036.903,1489.077,13.2,8955.0,25032.5,1492.5,13.45515251,13.800615373597493,13.821110228871724,15.44838003297528,14.637630033515626,-0.744694447710125,2,1
9087.109,24910.374,1786.668,16.2,9085.0,24912.5,1792.5,16.22631073,15.73,15.98609462645338,16.668335585614564,17.014439843358183,-0.0803788648229754,2,3
8904.454,24983.83,1340.92,10.7,8905.0,24987.5,1342.5,10.79146099,13.423823087407238,11.999990531328264,14.002298505268534,13.49,-1.459239578375991,2,1
9065.842,24966.796,1687.697,16.4,9065.0,24972.5,1687.5,16.45325661,16.265474361958685,16.8,17.152556613082567,16.7,-0.0351351513638127,2,1
9026.392,25759.923,1739.631,11.8,9025.0,25752.5,1732.5,12.60742092,15.2,15.557981453950594,16.05092389399067,16.258662428705566,-1.127711669523924,2,2
8829.641,25546.81,1663.994,13.4,8825.0,25542.5,1657.5,13.6623745,15.73,13.82912785311235,15.832104227234176,16.159063913735253,-0.699854356105755,2,1
8963.463,25500.241,1775.981,17.1,8965.0,25497.5,1777.5,17.16914177,17.73466908779746,16.76,16.50582378635712,16.847576015029254,0.0906755353327598,2,2
9037.527,26157.295,1819.228,18.3,9035.0,26157.5,1822.5,18.21307182,15.896338646071637,17.990565280846045,15.1,15.804159829201563,0.2741196883133217,2,2
9000.904,25551.583,1707.236,16.0,9005.0,25557.5,1702.5,16.29027939,17.8,17.60328661233064,16.347743494277754,16.251942495999213,-0.1118896402415854,2,2
9048.852,25906.389,1837.166,15.4,9045.0,25902.5,1837.5,15.38771534,16.407825037976096,14.862144593652589,15.085435806472502,16.058634034315254,-0.2380893279790155,2,2
8900.779,25105.127,1422.067,20.4,8905.0,25107.5,1417.5,20.01387024,14.158897185997686,14.490166437297768,14.262433861673326,14.01,0.5984352524007998,2,1
8904.72,26212.873,1438.238,15.8,8905.0,26217.5,1432.5,15.80000019,14.135216023331784,15.726858076529817,13.972390923345667,14.501519978053503,-0.1487214953686677,2,2
